record_id,title,year,journal,authors,doi,pubmed_id,primary_url,full_text_decision,full_text_exclusion_reason_code,full_text_status,full_text_repo_path
REC-AIBIOGU-000025,"Bioinformatics and machine learning integration reveals a novel 4-gene (GFUS, ARHGAP8, NBL1, and ACTB) biomarker model for prostate cancer.",2026,Discov Oncol,"Kilicarslan, Sabire; Cicekliyurt, Meliha Merve; Kiliçarslan, Serhat; Hassan, Dina S M; Samee, Nagwan Abdel",10.1007/s12672-025-04369-z,41721923,https://doi.org/10.1007/s12672-025-04369-z,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000025.pdf
REC-AIBIOGU-000027,Multi-omics analyses related to unfolded protein response in prostate cancer implicate pro-tumor role of IFRD1.,2026,Front Immunol,"Xue, Yifeng; Huang, Enyao; Luo, Caichen; Qian, Yanrong; Wu, Tiange; Chu, Chunyan; Shi, Fan; Chen, Shengrong; Zhang, Dakun; Chen, Weijun; Huang, Weihua; Wang, Ping; Chen, Huixing; Cheng, Yifei; Fan, Yunxia",10.3389/fimmu.2026.1744197,41694360,https://doi.org/10.3389/fimmu.2026.1744197,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000027.pdf
REC-AIBIOGU-000028,Palmitoylation-related gene expression and its prognostic value in prostate cancer: insights into immune infiltration and therapeutic potential.,2026,Transl Androl Urol,"Wang, Mingchao; Ding, Yiming; Gao, Lei",10.21037/tau-2025-477,41658456,https://doi.org/10.21037/tau-2025-477,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000028.pdf
REC-AIBIOGU-000029,Genetic relationships between the gut microbiota and prostate cancer: Mendelian randomization combined with bioinformatics analysis.,2026,Aging Male,"Li, Wenjie; Li, Chen; Li, Xing; Gao, Zhan",10.1080/13685538.2026.2615561,41532675,https://doi.org/10.1080/13685538.2026.2615561,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000029.pdf
REC-AIBIOGU-000031,Integrative single-cell and spatial transcriptomics with explainable AI reveal lethal prognostic axis in prostate cancer.,2026,NPJ Digit Med,"Ge, Qintao; Wang, Zhenda; Wang, Yangyun; Chu, Tonghui; Wang, Zhongyuan; Zhu, Wenkai; Zhang, Youzhao; Chen, Yonghao; Ye, Dingwei; Xu, Wenhao; Wang, Zhong; Abudurexiti, Mierxiati",10.1038/s41746-025-02297-4,41495164,https://doi.org/10.1038/s41746-025-02297-4,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000031.pdf
REC-AIBIOGU-000032,Development and Validation of a Multimodal Artificial Intelligence-derived Digital Pathology-based Biomarker Predicting Metastasis Among Patients with Biochemical Recurrence After Radical Prostatectomy in NRG/RTOG Trials.,2025,Eur Urol,"Morgan, Todd M; Ren, Yi; Tang, Siyi; Zwerink, Wouter; Chen, Emmalyn; Mitani, Akinori; Huang, Huei-Chung; Simko, Jeffry P; DeVries, Sandy; Pollack, Alan; Wilke, Derek; Martin, André-Guy; Balogh, Alexander G; Michalski, Jeff M; Greenberg, Michael J; Efstathiou, Jason A; Bahary, Jean-Paul; Ross, Ashley E; Esteva, Andre; Royce, Trevor J; Nguyen, Paul L; Hoffman, Karen E; Sandler, Howard M; Tran, Phuoc T; Pugh, Stephanie L; Feng, Felix Y; Spratt, Daniel E",10.1016/j.eururo.2025.12.007,41436315,https://doi.org/10.1016/j.eururo.2025.12.007,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000032.pdf
REC-AIBIOGU-000034,Senescence-related gene signature predicts prostate cancer progression and identifies PCNA as a therapeutic target via multi-omics machine learning integration.,2025,Br J Cancer,"Lin, Renxuan; Un, Hiocheng; Kang, Youmei; Lei, Jiahao; Chen, Lingwu; Liu, Ren; Wang, Zongren",10.1038/s41416-025-03309-6,41407876,https://doi.org/10.1038/s41416-025-03309-6,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000034.pdf
REC-AIBIOGU-000036,A New Radiotranscriptomic Approach to Analyze Combined Sets of T3b Stage-Specific Genes and Radiomic Features in Prostate Cancer.,2025,Cancer Rep (Hoboken),"Yang, Qian; Tang, Peng; Mo, Jiao; Li, Qiuyang; Huang, Jiahui; Han, Xiaoyu; Xu, Hao; Liu, Xi; Tang, Jie",10.1002/cnr2.70391,41386760,https://doi.org/10.1002/cnr2.70391,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000036.pdf
REC-AIBIOGU-000037,Identification of Potential Biomarkers in Prostate Cancer Microarray Gene Expression Leveraging Explainable Machine Learning Classifiers.,2025,Cancers (Basel),"Marouf, Ahmed Al; Rokne, Jon George; Alhajj, Reda",10.3390/cancers17233853,41375053,https://doi.org/10.3390/cancers17233853,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000037.pdf
REC-AIBIOGU-000038,Identification of programmed cell death associated key genes in benign prostatic hyperplasia and prostate cancer development by integrated bioinformatics analysis and machine learning.,2025,Transl Androl Urol,"Chen, Jie; Chen, Bo; Ning, Yin; Ran, Biao; Liu, Liangren; Cao, Dehong",10.21037/tau-2025-527,41368257,https://doi.org/10.21037/tau-2025-527,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000038.pdf
REC-AIBIOGU-000039,Methylation-based signature to distinguish indolent and aggressive prostate cancer.,2025,Biol Open,"Liao, Muheng; Webster, Jace; Ly, Amy; Rozycki, Emily; Maher, Christopher A",10.1242/bio.062281,41363115,https://doi.org/10.1242/bio.062281,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000039.pdf
REC-AIBIOGU-000041,Integrated Analysis of Single-Cell RNA Sequencing and Machine Learning Reveals a T Cell-Specific PANoptosis Signature Predicting Prognosis and Immunotherapy in Prostate Cancer.,2025,Hum Mutat,"Wang, Hua; Li, Wenjin; Deng, Weiming; Wu, Jianjie; Li, Ke; Huang, Xi",10.1155/humu/8889021,41281377,https://doi.org/10.1155/humu/8889021,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000041.pdf
REC-AIBIOGU-000042,Quantification of intratumoral heterogeneity using habitat-based MRI radiomics for predicting high-Gleason scores and castration-resistant PCa: retrospective study.,2025,BMC Cancer,"Zhai, Cheng-Feng; Yang, Xin; Qi, Xuan; Yang, Hong-Kai; He, Yong-Sheng",10.1186/s12885-025-15300-8,41272572,https://doi.org/10.1186/s12885-025-15300-8,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000042.pdf
REC-AIBIOGU-000043,Unveiling prognostic biomarkers and immunotherapeutic insights in prostate cancer through multi-omics and machine learning.,2025,Eur J Med Res,"Tang, Huarui; Zhang, Wenqiang; Tao, Jianping; Zhang, Yifei; Xing, Fawang; Wang, Yanping; Yan, Zechen; Gao, Yukui; Zhang, Zhenxing",10.1186/s40001-025-03363-z,41207909,https://doi.org/10.1186/s40001-025-03363-z,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000043.pdf
REC-AIBIOGU-000044,PA2G4 in CAFs promotes biochemical recurrence of prostate cancer via H3K18la.,2025,Cell Biosci,"Ji, Shiyu; Xi, Zhen; Li, Tiewen; Jia, Gaozhen; Zhang, Yu; Zheng, Chenghao; Wang, Wenhao; Ni, Wanze; Zhang, Yichen; Zhou, Zeng; Wu, Wenbo; Jiang, Qi",10.1186/s13578-025-01485-9,41189032,https://doi.org/10.1186/s13578-025-01485-9,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000044.pdf
REC-AIBIOGU-000047,Identification and validation of the PARP inhibitor-related gene KANK3 for predicting prognosis and immunotherapeutic response in prostate cancer.,2025,J Cancer,"Zhao, Yan; Wang, Qinghua; Qin, Xin; Jiang, Wei; Li, Haopeng; Xu, Mingming; Li, Xilei; Ye, Hanchu; Zhou, Juan; Chen, Xi; Wu, Gang",10.7150/jca.113546,41049009,https://doi.org/10.7150/jca.113546,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000047.pdf
REC-AIBIOGU-000050,Development of a prostate cancer biochemical recurrence risk signature using machine learning and motor protein-related genes.,2025,PLoS One,"Wang, Weixing; Xie, Guohai; Wu, Zhonggao",10.1371/journal.pone.0332747,40956849,https://doi.org/10.1371/journal.pone.0332747,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000050.pdf
REC-AIBIOGU-000051,Development of a prognostic risk model for predicting biochemical recurrence-free survival in patients with prostate cancer based on lysine acetylation.,2025,Transl Androl Urol,"Cao, Bin; Chen, Huijun; Zhang, Luting; Xiao, Fang; Liu, Qiaoting; Tang, Lizhen; You, Tao; Ouyang, Qiufang",10.21037/tau-2025-179,40949454,https://doi.org/10.21037/tau-2025-179,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000051.pdf
REC-AIBIOGU-000053,Biparametric MRI-based radiomics for differentiating clinically significant prostate cancer among prostate-specific antigen level of gray zone.,2025,Front Oncol,"Ji, Yugang; Liu, Wei; Liu, Houdong; Wen, Jing",10.3389/fonc.2025.1615005,40936696,https://doi.org/10.3389/fonc.2025.1615005,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000053.pdf
REC-AIBIOGU-000054,Tumor associated neutrophils promote prostate cancer progression by mediating neutrophil trap secretion through PSMA1- NF-κB-HIF-1α signaling axis.,2025,Front Immunol,"Dai, Qian; Wang, Hua; Li, Fang; Huang, Runchun; Jiang, Chenjun; Yuan, Liuya; Wang, Yayun; Li, Xun",10.3389/fimmu.2025.1467357,40901472,https://doi.org/10.3389/fimmu.2025.1467357,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000054.pdf
REC-AIBIOGU-000055,Habitat analysis based on magnetic resonance imaging for the prediction of prostate cancer: a dual-center study.,2025,Quant Imaging Med Surg,"Gong, Zijian; Liu, Zhixuan; Huang, Kaiyao; Zou, Jie; Wu, Zijing; Peng, Yun; Ying, Hongxing; Gong, Lianggeng; Xiang, Xiaochang; Ye, Yinquan",10.21037/qims-2025-223,40893508,https://doi.org/10.21037/qims-2025-223,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000055.pdf
REC-AIBIOGU-000056,Single-Cell and Bulk RNA Sequencing Highlights Intra-Tumoral Heterogeneity and Malignant Progression Mechanisms in Prostate Cancer.,2025,J Cell Mol Med,"Wu, Junchao; Chen, Ziqi; Wu, Wentian; Qin, Jiaxuan; Zhong, Rongfang; Meng, Jialin; Yin, Yu; Guo, Peng; Fan, Song",10.1111/jcmm.70806,40857024,https://doi.org/10.1111/jcmm.70806,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000056.pdf
REC-AIBIOGU-000057,A Promising Prognostic Signature Consisting of Fatty Acid Metabolism Genes based on Machine Learning Predicts Biochemical Recurrence and Aids ARSI Therapy in Prostate Cancer.,2025,J Cancer,"Wu, Zhenjie; Deng, Yulin; Feng, Yuanfa; Tan, Zeheng; Cai, Shanghua; He, Huichan; Yin, Wenjun; Li, Jinchuang; Tian, Weicheng; Lu, Jianming; Xie, Wenjie; Lin, Jundong; Ye, Jianheng; Han, Zhaodong; Zhong, Weide",10.7150/jca.112597,40861808,https://doi.org/10.7150/jca.112597,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000057.pdf
REC-AIBIOGU-000059,"Integrative analysis of lactylation related genes in prostate cancer: unveiling heterogeneity through single-cell RNA-seq, bulk RNA-seq and machine learning.",2025,Front Pharmacol,"Zhou, Chenghao; Ding, Lifeng; Wang, Huailan; Li, Gonghui; Gao, Lei",10.3389/fphar.2025.1634985,40832598,https://doi.org/10.3389/fphar.2025.1634985,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000059.pdf
REC-AIBIOGU-000062,Comprehensive analysis of cholesterol metabolism-related genes in prostate cancer: integrated analysis of single-cell and bulk RNA sequencing.,2025,Discov Oncol,"Jiang, Zixiong; Luo, Yu; Song, Liangdong; Zhang, Jindong; Wei, Chengcheng; Su, Shuai; Wang, Delin",10.1007/s12672-025-03294-5,40736630,https://doi.org/10.1007/s12672-025-03294-5,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000062.pdf
REC-AIBIOGU-000063,Assessment of prostate cancer aggressiveness through the combined analysis of prostate MRI and 2.5D deep learning models.,2025,Front Oncol,"Wang, Yalei; Xin, Yuqing; Zhang, Baoqi; Pan, Fuqiang; Li, Xu; Zhang, Manman; Yuan, Yushan; Zhang, Lei; Ma, Peiqi; Guan, Bo; Zhang, Yang",10.3389/fonc.2025.1539537,40661774,https://doi.org/10.3389/fonc.2025.1539537,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000063.pdf
REC-AIBIOGU-000065,Intralesional and perilesional radiomics strategy based on different machine learning for the prediction of international society of urological pathology grade group in prostate cancer.,2025,BMC Med Imaging,"Li, Zhiping; Yang, Liqin; Wang, Ximing; Xu, Huijing; Chen, Wen; Kang, Shuchao; Huang, Yasheng; Shu, Chang; Cui, Feng; Zhang, Yongsheng",10.1186/s12880-025-01812-z,40615943,https://doi.org/10.1186/s12880-025-01812-z,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000065.pdf
REC-AIBIOGU-000067,"Combining MRI radiomics, hypoxia gene signature score and clinical variables for prediction of biochemical recurrence-free survival after radiotherapy in prostate cancer.",2025,Radiol Med,"Zhong, Jim; Davey, Angela; Frood, Russell; McWilliam, Alan; Shortall, Jane; Reardon, Mark; Reaves, Kimberley; Swinton, Martin; Hulson, Oliver; West, Catharine; Buckley, David; Brown, Sarah; Choudhury, Ananya; Hoskin, Peter; Henry, Ann; Scarsbrook, Andrew",10.1007/s11547-025-02037-4,40601075,https://doi.org/10.1007/s11547-025-02037-4,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000067.pdf
REC-AIBIOGU-000068,A nomogram based on radiomic features from peri-prostatic adipose tissue for predicting bone metastasis in first-time diagnosed prostate cancer patients.,2025,Adipocyte,"Liu, Bohao; Cai, Qian; Zhao, Xiao; Su, Huabin; Lin, Zhengxu; Wu, Jialin; Li, Xiaoyang; Zhu, Weian; Zou, Chen; Luo, Yun",10.1080/21623945.2025.2517583,40536175,https://doi.org/10.1080/21623945.2025.2517583,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000068.pdf
REC-AIBIOGU-000069,Integrated machine learning based on cuproptosis and RNA methylation regulators to explore the molecular model of prostate cancer and provide novel insights to immunotherapy.,2025,J Cancer,"Wu, Junchao; Wu, Wentian; Qin, Jiaxuan; Chen, Ziqi; Zhong, Rongfang; Zhu, Xunkai; Meng, Jialin; Guo, Peng; Fan, Song",10.7150/jca.112843,40535819,https://doi.org/10.7150/jca.112843,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000069.pdf
REC-AIBIOGU-000070,Precise prediction of bone metastases and metastatic burden using exosomal mirnas and radiomics: a multi-center study.,2025,J Transl Med,"Wang, Chao; Wei, Xu-Pan; Zhou, Chuan; Wang, Jia; Zhang, Yun-Feng; He, Han; Zhang, Wen-Bo; Lv, Hao-Xuan; Wang, Fang; Zhou, Feng-Hai",10.1186/s12967-025-06691-0,40528205,https://doi.org/10.1186/s12967-025-06691-0,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000070.pdf
REC-AIBIOGU-000072,"DWI-based Biologically Interpretable Radiomic Nomogram for Predicting 1-year Biochemical Recurrence after Radical Prostatectomy: A Deep Learning, Multicenter Study.",2025,Curr Med Imaging,"Niu, Xiangke; Li, Yongjie; Wang, Lei; Xu, Guohui",10.2174/0115734056403104250527045320,40511648,https://doi.org/10.2174/0115734056403104250527045320,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000072.pdf
REC-AIBIOGU-000073,Impact of ITH on PRAD patients and feasibility analysis of the positive correlation gene MYLK2 applied to PRAD treatment.,2025,Front Genet,"Ma, Chuanyu; Li, Guandu; Song, Xiaohan; Qi, Xiaochen; Jiang, Tao",10.3389/fgene.2025.1589259,40463716,https://doi.org/10.3389/fgene.2025.1589259,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000073.pdf
REC-AIBIOGU-000074,Integrating multimodal data to predict the progression of hormone-sensitive prostate cancer.,2025,Clin Proteomics,"Lu, Xiangfu; Pan, Chenxi; Yao, Luhan; Wan, Jiayu; Xu, Xiaolong; Wang, Wei; Wang, Xiangying; Liu, Xiaoyun; Jin, Zhonghua; Wang, Hongyu; He, Yi; Yang, Bo",10.1186/s12014-025-09543-7,40442579,https://doi.org/10.1186/s12014-025-09543-7,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000074.pdf
REC-AIBIOGU-000078,A retrospective study on predicting clinically significant prostate cancer via a bi-parametric ultrasound-based deep learning radiomics model.,2025,Front Oncol,"Liu, Xiang; Zhang, Zhong-Xin; Zheng, Bing; Xu, Min; Cao, Xin-Yu; Huang, Hai-Ming",10.3389/fonc.2025.1538854,40265019,https://doi.org/10.3389/fonc.2025.1538854,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000078.pdf
REC-AIBIOGU-000079,AI-Driven Prediction of Cardio-Oncology Biomarkers Through Protein Corona Analysis.,2025,Chem Eng J,"Guha, Avirup; Sadeghi, Seyed Amirhossein; Kunhiraman, Harikrishnan Hyma; Fang, Fei; Wang, Qianyi; Rafieioskouei, Arshia; Grumelot, Shaun; Gharibi, Hassan; Saei, Amir Ata; Sayadi, Maryam; Weintraub, Neal L; Horibata, Sachi; Yang, Phillip Chung-Ming; Bonakdarpour, Borzoo; Ghassemi, Mohammad; Sun, Liangliang; Mahmoudi, Morteza",10.1016/j.cej.2025.161134,40190726,https://doi.org/10.1016/j.cej.2025.161134,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000079.pdf
REC-AIBIOGU-000081,Establishing a Prognostic Model Correlates to Inflammatory Response Pathways for Prostate Cancer via Multiomic Analysis of Lactylation-Related Genes.,2025,Int J Genomics,"Du, Qinglong; Meng, CuiYu; Zhang, Wenchao; Huang, Li; Xue, Chunlei",10.1155/ijog/6681711,40161494,https://doi.org/10.1155/ijog/6681711,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000081.pdf
REC-AIBIOGU-000082,Prediction of Prostate Cancer Grades Using Radiomic Features.,2025,Acta Med Okayama,"Yamamoto, Yasuhiro; Haraguchi, Takafumi; Matsuda, Kaori; Okazaki, Yoshio; Kimoto, Shin; Tanji, Nozomu; Matsumoto, Atsushi; Kobayashi, Yasuyuki; Mimura, Hidefumi; Hiraki, Takao",10.18926/amo/68355,40012156,https://doi.org/10.18926/amo/68355,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000082.pdf
REC-AIBIOGU-000083,Machine learning-based identification of co-expressed genes in prostate cancer and CRPC and construction of prognostic models.,2025,Sci Rep,"Fan, Changhui; Huang, Zhiheng; Xu, Han; Zhang, Tianhe; Wei, Haiyang; Gao, Junfeng; Xu, Changbao; Fan, Changhui",10.1038/s41598-025-90444-y,39956870,https://doi.org/10.1038/s41598-025-90444-y,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000083.pdf
REC-AIBIOGU-000084,Construction of regulatory T cells specific genes predictive models of prostate cancer patients based on machine learning: a computational analysis and in vitro experiments.,2025,Discov Oncol,"Zhou, Zhengrong; Liang, Chaozhao",10.1007/s12672-025-01862-3,39948230,https://doi.org/10.1007/s12672-025-01862-3,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000084.pdf
REC-AIBIOGU-000086,Autophagy Associated Genes (ARGs) -Based Predictive Model AIDPS for Prostate Cancer.,2025,J Cell Mol Med,"Zhao, Zhiyi; Yang, Yongjin; Sun, Zhou; Fan, LianMing; Liu, Lingyun",10.1111/jcmm.70213,39789383,https://doi.org/10.1111/jcmm.70213,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000086.pdf
REC-AIBIOGU-000087,Biparametric MRI-based radiomics for noninvastive discrimination of benign prostatic hyperplasia nodules (BPH) and prostate cancer nodules: a bio-centric retrospective cohort study.,2025,Sci Rep,"Lu, Yangbai; Yuan, Runqiang; Su, Yun; Liang, Zhiying; Huang, Hongxing; Leng, Qu; Yang, Ang; Xiao, Xuehong; Lai, Zhaoqi; Zhang, Yongxin",10.1038/s41598-024-84908-w,39753878,https://doi.org/10.1038/s41598-024-84908-w,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000087.pdf
